experiment_id,channel,no_clear_event,start_time_min,start_temp_c,maximum_time_min,maximum_temp_c,end_time_min,end_temp_c,notes
EJ03A2,TC4,False,64.416667,-5.4,66.266667,-4.1,105.683333,-7.2,
EJ03A2,TC5,False,90.433333,-10.4,94.316667,-8.3,123.8,-10.8,
EJ03A2,TC6,False,91.033333,-10.2,93.266667,-7.2,122.466667,-9.9,
EJ03A2,TC7,False,70.416667,-8.0,73.0,-4.9,104.5,-6.7,
EJ03A2,TC8,False,82.233333,-10.3,83.933333,-8.8,115.25,-11.1,
EJ03A2,TC9,False,61.85,-5.8,65.183333,-4.7,107.966667,-8.5,
EJ03A2,TC10,False,63.55,-6.4,65.55,-5.5,114.6,-9.2,
EJ03A2,TC11,False,68.466667,-6.2,70.8,-5.2,111.6,-9.5,
EJ03A2,TC12,False,92.6,-10.4,96.333333,-7.5,118.75,-9.7,
EJ03A2,TC13,False,132.55,-14.8,135.266667,-10.0,151.3,-9.9,
EJ03A2,TC14,False,144.716667,-14.5,148.0,-11.4,165.5,-11.9,
EJ03A2,TC15,False,126.933333,-14.5,129.916667,-7.8,146.966667,-8.9,
EJ03A2,TC16,True,,,,,,,no clear cooling event
EJ03A3,TC1,False,59.333333,-5.8,61.716667,-3.9,100.633333,-7.4,
EJ03A3,TC2,False,65.15,-6.0,67.483333,-4.7,107.05,-8.1,
EJ03A3,TC3,False,64.65,-5.0,67.366667,-3.9,109.6,-7.5,
EJ03A3,TC4,False,64.083333,-5.6,65.9,-4.1,104.583333,-7.7,
EJ03A3,TC5,False,94.483333,-10.7,97.983333,-8.4,126.166667,-11.3,
EJ03A3,TC6,False,83.383333,-9.3,85.466667,-6.8,115.516667,-9.4,
EJ03A3,TC7,False,67.1,-7.3,69.366667,-4.4,103.5,-7.3,
EJ03A3,TC8,False,75.766667,-9.9,77.916667,-8.2,109.416667,-10.5,
EJ03A3,TC9,False,59.95,-5.6,62.1,-4.4,106.683333,-8.2,
EJ03A3,TC10,False,63.1,-6.4,64.983333,-5.4,111.533333,-8.4,
EJ03A3,TC11,False,62.983333,-6.2,65.55,-4.7,109.8,-8.9,
EJ03A3,TC12,False,103.066667,-10.9,104.85,-7.9,124.833333,-9.8,
EJ03A3,TC13,False,157.5,-15.7,161.466667,-10.2,175.266667,-10.9,
EJ03A3,TC14,False,120.8,-13.4,128.616667,-10.8,149.966667,-11.7,
EJ03A3,TC15,False,125.066667,-14.4,127.116667,-7.9,146.033333,-8.9,
EJ03A3,TC16,True,,,,,,,no clear cooling event
EJ04A1,TC1,False,61.65,-6.2,62.716667,-4.9,101.4,-8.0,
EJ04A1,TC2,False,70.5,-7.9,72.35,-6.0,109.15,-8.6,
EJ04A1,TC3,False,90.033333,-10.1,93.783333,-8.3,126.066667,-11.3,
EJ04A1,TC4,False,91.9,-10.4,93.916667,-6.9,122.466667,-9.3,
EJ04A1,TC5,False,151.85,-15.1,154.816667,-11.6,171.55,-12.4,
EJ04A1,TC6,False,113.483333,-13.9,115.633333,-11.2,137.233333,-11.5,
EJ04A1,TC7,False,173.383333,-16.5,175.483333,-10.1,189.416667,-10.4,
EJ04A1,TC8,False,66.45,-7.8,70.266667,-7.0,102.25,-10.3,
EJ04A1,TC9,False,60.8,-5.9,62.583333,-4.2,101.1,-7.9,
EJ04A1,TC10,False,68.483333,-7.5,70.766667,-6.0,110.433333,-9.1,
EJ04A1,TC11,False,73.633333,-8.1,76.666667,-6.9,115.483333,-9.7,
EJ04A1,TC12,False,76.066667,-8.9,78.25,-5.3,109.316667,-7.3,
EJ04A1,TC13,False,113.183333,-13.2,116.083333,-9.3,137.55,-10.4,
EJ04A1,TC14,False,121.633333,-13.3,124.1,-10.3,148.4,-11.2,
EJ04A1,TC15,False,134.733333,-14.3,137.25,-8.7,155.783333,-9.7,
EJ04A1,TC16,False,105.166667,-13.0,107.866667,-10.2,127.7,-11.4,
EJ04A2,TC1,False,60.25,-6.1,62.416667,-4.6,94.816667,-7.1,
EJ04A2,TC2,False,62.783333,-6.3,64.9,-4.7,98.133333,-7.1,
EJ04A2,TC3,False,86.083333,-9.4,88.333333,-7.6,114.816667,-10.7,
EJ04A2,TC4,False,82.466667,-9.9,84.15,-6.3,110.266667,-8.5,
EJ04A2,TC5,False,147.916667,-16.7,151.583333,-12.3,164.916667,-12.1,
EJ04A2,TC6,False,156.183333,-16.5,160.283333,-15.4,174.05,-16.2,
EJ04A2,TC7,False,156.066667,-16.7,158.233333,-9.8,171.366667,-9.8,
EJ04A2,TC8,False,101.033333,-12.7,103.95,-10.4,123.55,-11.7,
EJ04A2,TC9,False,60.416667,-6.0,62.016667,-4.1,94.15,-7.2,
EJ04A2,TC10,False,61.4,-6.0,63.533333,-4.7,96.533333,-7.0,
EJ04A2,TC11,False,67.0,-7.3,69.683333,-6.1,101.55,-8.4,
EJ04A2,TC12,False,68.033333,-7.7,70.033333,-4.8,97.416667,-6.1,
EJ04A2,TC13,False,95.083333,-11.4,97.266667,-8.2,117.533333,-10.0,
EJ04A2,TC14,False,198.533333,-17.6,200.916667,-13.3,214.0,-12.9,
EJ04A2,TC15,False,182.066667,-17.4,184.933333,-10.0,196.266667,-10.6,
EJ04A2,TC16,False,106.283333,-13.2,108.883333,-9.7,126.733333,-10.7,
EJ05A1,TC1,False,60.916667,-6.9,63.533333,-6.5,90.533333,-9.3,
EJ05A1,TC2,False,62.85,-7.0,65.266667,-6.4,94.3,-9.3,
EJ05A1,TC3,True,,,,,,,no clear cooling event
EJ05A1,TC4,False,83.983333,-10.9,86.516667,-9.5,106.15,-10.9,
EJ05A1,TC5,False,154.516667,-16.7,157.466667,-14.6,168.183333,-14.6,
EJ05A1,TC6,False,119.833333,-15.0,121.916667,-13.6,134.933333,-14.2,
EJ05A1,TC7,True,,,,,,,no clear cooling event
EJ05A1,TC8,False,98.883333,-13.2,101.833333,-11.5,115.733333,-12.7,
EJ05A1,TC9,False,61.15,-6.8,64.216667,-6.7,91.866667,-9.5,
EJ05A1,TC10,False,64.5,-7.2,66.4,-5.9,94.666667,-8.5,
EJ05A1,TC11,False,70.0,-8.5,72.983333,-7.6,97.533333,-9.5,
EJ05A1,TC12,False,104.533333,-12.6,107.933333,-9.1,121.183333,-10.5,
EJ05A1,TC13,False,129.433333,-15.5,132.483333,-12.9,144.0,-13.3,
EJ05A1,TC14,False,97.433333,-12.9,100.616667,-11.5,116.716667,-13.1,
EJ05A1,TC15,False,156.883333,-16.6,159.566667,-14.0,169.8,-13.9,
EJ05A1,TC16,False,116.85,-14.6,119.25,-10.9,131.35,-11.6,
EJ05A2,TC1,False,61.6,-6.9,64.183333,-6.5,91.1,-9.3,
EJ05A2,TC2,False,66.65,-7.6,69.566667,-7.0,96.8,-9.7,
EJ05A2,TC3,False,100.383333,-12.2,103.266667,-11.6,118.65,-13.0,
EJ05A2,TC4,False,112.8,-13.7,115.716667,-11.9,130.8,-13.1,
EJ05A2,TC5,False,162.583333,-17.0,165.5,-14.8,175.85,-15.0,
EJ05A2,TC6,True,,,,,,,no clear cooling event
EJ05A2,TC7,False,114.616667,-14.4,118.183333,-11.2,130.8,-11.6,
EJ05A2,TC8,False,113.666667,-14.6,116.116667,-12.8,129.716667,-13.2,
EJ05A2,TC9,False,62.983333,-7.2,65.733333,-6.7,93.066667,-9.5,
EJ05A2,TC10,False,63.133333,-6.8,65.1,-5.8,93.75,-8.3,
EJ05A2,TC11,False,70.4,-8.4,72.95,-7.5,96.65,-9.2,
EJ05A2,TC12,False,92.45,-11.5,94.683333,-8.2,110.8,-10.0,
EJ05A2,TC13,False,121.216667,-15.0,124.066667,-12.6,136.133333,-13.0,
EJ05A2,TC14,False,209.1,-18.2,212.966667,-15.6,221.433333,-15.3,
EJ05A2,TC15,False,175.616667,-17.3,179.216667,-14.4,188.183333,-14.8,
EJ05A2,TC16,False,100.633333,-13.5,103.266667,-9.8,116.183333,-10.5,
EJ06A1,TC1,False,62.516667,-7.4,65.416667,-6.9,93.85,-9.7,
EJ06A1,TC2,False,63.6,-7.1,65.85,-6.7,97.033333,-9.4,
EJ06A1,TC3,False,70.333333,-8.2,72.666667,-7.7,102.45,-10.7,
EJ06A1,TC4,False,63.583333,-6.9,65.433333,-6.1,96.4,-8.6,
EJ06A1,TC5,True,,,,,,,no clear cooling event
EJ06A1,TC6,True,,,,,,,no clear cooling event
EJ06A1,TC8,True,,,,,,,no clear cooling event
EJ06A1,TC9,False,61.95,-7.0,65.616667,-7.0,91.816667,-9.4,
EJ06A1,TC10,False,64.166667,-7.2,66.433333,-5.8,94.683333,-7.8,
EJ06A1,TC11,False,65.416667,-7.7,68.6,-7.1,98.35,-9.4,
EJ06A1,TC12,False,66.7,-8.0,69.2,-7.2,98.466667,-10.0,
EJ06A1,TC13,True,,,,,,,no clear cooling event
EJ06A1,TC14,True,,,,,,,no clear cooling event
EJ06A1,TC16,True,,,,,,,no clear cooling event
EJ06A2,TC1,False,62.533333,-7.1,64.816667,-6.3,93.633333,-9.6,
EJ06A2,TC2,False,62.416667,-6.7,64.366667,-6.1,95.85,-9.5,
EJ06A2,TC3,False,75.233333,-8.2,77.216667,-7.6,104.633333,-11.4,
EJ06A2,TC4,False,62.95,-6.5,64.816667,-5.6,95.683333,-8.7,
EJ06A2,TC5,True,,,,,,,no clear cooling event
EJ06A2,TC6,True,,,,,,,no clear cooling event
EJ06A2,TC8,True,,,,,,,no clear cooling event
EJ06A2,TC9,False,61.783333,-6.8,65.416667,-6.3,92.633333,-9.4,
EJ06A2,TC10,False,62.516667,-6.5,65.416667,-5.3,93.966667,-7.8,
EJ06A2,TC11,False,65.416667,-7.1,68.3,-6.6,98.55,-9.9,
EJ06A2,TC12,False,69.05,-7.7,71.466667,-6.9,100.516667,-10.6,
EJ06A2,TC13,True,,,,,,,no clear cooling event
EJ06A2,TC14,True,,,,,,,no clear cooling event
EJ06A2,TC16,True,,,,,,,no clear cooling event
EJ07A1,TC1,False,63.183333,-8.2,65.133333,-7.5,89.466667,-9.3,
EJ07A1,TC2,False,71.783333,-9.3,74.366667,-8.3,98.883333,-10.4,
EJ07A1,TC3,False,65.433333,-8.2,67.616667,-7.9,94.65,-10.0,
EJ07A1,TC4,False,65.35,-8.1,67.383333,-7.3,94.3,-9.1,
EJ07A1,TC5,True,,,,,,,no clear cooling event
EJ07A1,TC6,True,,,,,,,no clear cooling event
EJ07A1,TC8,False,83.416667,-11.5,86.116667,-11.0,98.316667,-11.7,
EJ07A1,TC9,False,62.433333,-8.1,65.616667,-7.6,88.616667,-9.3,
EJ07A1,TC10,False,82.35,-10.1,85.933333,-7.7,104.283333,-9.3,
EJ07A1,TC11,False,100.666667,-11.0,103.333333,-8.8,118.066667,-11.0,
EJ07A1,TC12,False,87.333333,-10.6,90.166667,-7.9,107.1,-9.4,
EJ07A1,TC13,True,,,,,,,no clear cooling event
EJ07A1,TC14,True,,,,,,,no clear cooling event
EJ07A1,TC15,True,,,,,,,no clear cooling event
EJ07A1,TC16,True,,,,,,,no clear cooling event
EJ07A2,TC1,False,64.6,-8.4,67.366667,-7.4,90.666667,-9.6,
EJ07A2,TC2,False,84.65,-10.4,87.666667,-8.9,106.1,-10.9,
EJ07A2,TC3,False,65.316667,-8.0,68.283333,-7.7,95.8,-10.5,
EJ07A2,TC4,False,66.116667,-7.9,68.183333,-7.0,95.55,-9.0,
EJ07A2,TC5,True,,,,,,,no clear cooling event
EJ07A2,TC6,True,,,,,,,no clear cooling event
EJ07A2,TC8,True,,,,,,,no clear cooling event
EJ07A2,TC9,False,64.4,-8.3,67.216667,-7.5,89.916667,-9.5,
EJ07A2,TC10,False,100.566667,-11.5,103.35,-8.4,117.433333,-11.3,
EJ07A2,TC11,False,94.416667,-10.3,96.566667,-8.0,112.85,-10.0,
EJ07A2,TC12,False,78.55,-9.5,81.2,-6.8,100.283333,-8.5,
EJ07A2,TC13,True,,,,,,,no clear cooling event
EJ07A2,TC14,True,,,,,,,no clear cooling event
EJ07A2,TC15,True,,,,,,,no clear cooling event
EJ07A2,TC16,False,94.983333,-12.2,97.35,-10.9,107.316667,-12.5,
EJ08A1,TC1,False,149.316667,-16.8,151.8,-13.7,161.233333,-13.6,
EJ08A1,TC2,False,121.683333,-16.0,124.616667,-13.5,136.7,-13.7,
EJ08A1,TC3,False,106.4,-14.6,108.65,-9.9,118.783333,-10.7,
EJ08A1,TC4,True,,,,,,,no clear cooling event
EJ08A1,TC5,True,,,,,,,no clear cooling event
EJ08A1,TC6,False,146.716667,-16.9,149.066667,-15.2,155.35,-14.9,
EJ08A1,TC8,True,,,,,,,no clear cooling event
EJ08A1,TC9,False,121.383333,-16.6,124.616667,-13.9,135.1,-13.8,
EJ08A1,TC10,False,175.216667,-17.4,177.266667,-12.8,185.833333,-13.0,
EJ08A1,TC11,False,121.866667,-15.6,124.166667,-11.7,135.166667,-12.2,
EJ08A1,TC12,False,161.25,-16.8,162.75,-11.9,171.45,-11.8,
EJ08A1,TC13,True,,,,,,,no clear cooling event
EJ08A1,TC14,True,,,,,,,no clear cooling event
EJ08A1,TC15,True,,,,,,,no clear cooling event
EJ08A1,TC16,False,126.816667,-17.2,129.3,-15.1,135.033333,-14.7,
EJ08A2,TC1,False,103.1,-14.6,105.833333,-11.8,116.883333,-12.3,
EJ08A2,TC2,False,123.416667,-15.8,125.833333,-13.2,136.35,-13.4,
EJ08A2,TC3,False,154.6,-17.1,158.833333,-10.6,165.4,-10.7,
EJ08A2,TC4,False,157.1,-17.2,159.166667,-14.0,169.25,-13.9,
EJ08A2,TC5,True,,,,,,,no clear cooling event
EJ08A2,TC6,False,202.616667,-18.4,205.45,-16.5,209.883333,-16.4,
EJ08A2,TC8,True,,,,,,,no clear cooling event
EJ08A2,TC9,False,135.3,-15.8,137.283333,-13.7,146.55,-14.6,
EJ08A2,TC10,False,155.45,-17.4,157.85,-11.9,164.883333,-11.7,
EJ08A2,TC11,False,122.616667,-15.8,126.116667,-11.7,134.466667,-12.4,
EJ08A2,TC12,False,138.683333,-16.7,141.05,-11.7,149.116667,-12.2,
EJ08A2,TC13,True,,,,,,,no clear cooling event
EJ08A2,TC14,True,,,,,,,no clear cooling event
EJ08A2,TC15,True,,,,,,,no clear cooling event
EJ08A2,TC16,False,139.133333,-17.4,142.1,-14.6,147.066667,-14.7,
EJ09B1,TC1,False,63.9,-6.7,65.45,-4.9,91.1,-7.5,
EJ09B1,TC2,False,62.233333,-6.0,63.066667,-4.5,90.633333,-7.4,
EJ09B1,TC3,False,61.016667,-5.4,62.4,-4.0,90.583333,-7.7,
EJ09B1,TC4,False,69.316667,-7.4,70.533333,-3.8,94.316667,-6.4,
EJ09B1,TC5,False,67.85,-6.9,69.616667,-4.5,94.783333,-7.4,
EJ09B1,TC6,False,72.833333,-7.9,74.583333,-5.4,99.133333,-8.3,
EJ09B1,TC7,False,92.066667,-9.8,94.1,-6.9,111.883333,-9.1,
EJ09B1,TC8,False,72.183333,-7.7,74.266667,-4.8,97.35,-7.4,
EJ09B1,TC9,False,62.833333,-6.2,63.85,-4.2,91.8,-7.2,
EJ09B1,TC10,False,85.183333,-8.9,86.233333,-5.6,106.983333,-8.1,
EJ09B1,TC11,False,88.55,-9.6,90.8,-5.7,109.2,-8.3,
EJ09B1,TC12,False,94.666667,-10.6,96.883333,-7.7,114.05,-10.6,
EJ09B1,TC13,False,75.716667,-8.6,78.416667,-6.0,99.9,-9.2,
EJ09B1,TC14,False,72.533333,-8.4,74.1,-7.1,101.283333,-10.1,
EJ09B1,TC15,False,71.2,-7.8,72.983333,-5.2,96.566667,-7.6,
EJ09B1,TC16,False,76.2,-8.8,78.75,-6.4,100.1,-8.8,
EJ09B2,TC1,False,81.833333,-9.9,83.85,-7.0,103.433333,-8.9,
EJ09B2,TC2,False,95.533333,-11.3,97.966667,-8.6,115.133333,-10.3,
EJ09B2,TC3,False,80.616667,-9.8,81.55,-7.8,103.166667,-9.8,
EJ09B2,TC4,False,76.816667,-9.5,78.05,-5.4,98.5,-7.6,
EJ09B2,TC5,False,75.366667,-9.0,77.15,-6.0,99.683333,-8.1,
EJ09B2,TC6,False,108.916667,-12.3,110.283333,-9.7,125.933333,-11.4,
EJ09B2,TC7,False,65.433333,-6.1,66.816667,-4.9,93.116667,-7.7,
EJ09B2,TC8,False,85.5,-10.1,87.333333,-6.5,106.466667,-8.8,
EJ09B2,TC9,False,75.033333,-9.0,76.7,-6.0,99.433333,-8.3,
EJ09B2,TC10,False,73.516667,-8.3,75.95,-5.4,95.95,-7.4,
EJ09B2,TC11,False,70.65,-7.6,72.733333,-5.2,96.15,-7.4,
EJ09B2,TC12,False,70.533333,-8.4,72.033333,-6.7,96.016667,-9.3,
EJ09B2,TC13,False,74.0,-8.8,76.1,-6.7,94.766667,-8.4,
EJ09B2,TC14,False,110.666667,-13.0,112.4,-10.3,127.466667,-12.1,
EJ09B2,TC15,False,74.833333,-8.9,77.316667,-6.3,98.5,-8.6,
EJ09B2,TC16,True,,,,,,,no clear cooling event
EJ10B1,TC1,False,68.55,-7.2,69.75,-5.5,94.766667,-8.4,
EJ10B1,TC2,False,63.483333,-5.6,65.316667,-5.0,94.25,-8.8,
EJ10B1,TC3,False,64.45,-6.0,65.533333,-5.1,93.366667,-8.8,
EJ10B1,TC4,False,70.766667,-7.7,72.016667,-4.7,95.333333,-7.1,
EJ10B1,TC5,False,71.383333,-7.5,72.65,-5.2,97.75,-7.8,
EJ10B1,TC6,False,74.0,-8.2,75.816667,-6.5,99.666667,-8.8,
EJ10B1,TC7,False,88.216667,-9.9,90.233333,-7.1,111.033333,-9.1,
EJ10B1,TC8,False,75.983333,-8.6,77.916667,-5.8,100.366667,-8.3,
EJ10B1,TC9,False,68.566667,-7.1,70.8,-5.2,96.133333,-8.0,
EJ10B1,TC10,False,102.216667,-10.7,104.316667,-6.7,119.883333,-8.9,
EJ10B1,TC11,False,86.766667,-9.8,89.933333,-6.3,109.183333,-8.2,
EJ10B1,TC12,False,104.166667,-11.8,105.883333,-9.1,122.4,-11.3,
EJ10B1,TC13,False,76.133333,-8.8,78.316667,-6.6,101.066667,-9.3,
EJ10B1,TC14,False,74.883333,-8.7,76.9,-7.2,102.45,-9.8,
EJ10B1,TC15,False,73.983333,-8.5,76.616667,-6.0,99.033333,-8.2,
EJ10B1,TC16,False,73.433333,-8.9,75.016667,-7.3,98.1,-9.3,
EJ11B1,TC1,False,97.416667,-12.8,100.483333,-8.5,113.166667,-9.9,
EJ11B1,TC2,False,123.45,-15.1,125.566667,-11.2,137.1,-11.9,
EJ11B1,TC3,False,117.333333,-14.8,119.9,-11.0,132.233333,-12.0,
EJ11B1,TC4,False,110.75,-14.6,113.216667,-8.0,124.9,-9.6,
EJ11B1,TC5,False,98.85,-12.8,101.416667,-8.0,114.866667,-9.8,
EJ11B1,TC6,False,139.95,-14.9,142.116667,-11.0,154.566667,-12.2,
EJ11B1,TC7,False,149.133333,-15.3,152.15,-10.4,162.083333,-11.2,
EJ11B1,TC8,False,135.1,-15.4,137.733333,-9.6,148.533333,-10.8,
EJ11B1,TC9,False,115.45,-14.0,117.483333,-9.0,128.383333,-10.5,
EJ11B1,TC10,False,107.433333,-13.7,109.883333,-8.4,121.233333,-9.6,
EJ11B1,TC11,False,114.783333,-14.5,117.0,-9.4,129.333333,-10.4,
EJ11B1,TC12,False,108.016667,-14.6,110.3,-11.0,122.35,-11.9,
EJ11B1,TC13,False,132.333333,-15.1,134.233333,-9.6,145.616667,-11.0,
EJ11B1,TC14,False,126.25,-15.0,127.8,-12.4,142.833333,-13.3,
EJ11B1,TC15,False,139.1,-15.3,140.966667,-10.5,152.583333,-11.2,
EJ11B1,TC16,True,,,,,,,no clear cooling event
EJ12B1,TC1,False,130.2,-15.7,131.866667,-10.8,143.566667,-11.0,
EJ12B1,TC2,False,168.866667,-16.4,171.183333,-12.3,181.783333,-13.3,
EJ12B1,TC3,False,149.266667,-16.0,150.383333,-12.5,162.95,-13.1,
EJ12B1,TC4,False,122.866667,-15.4,124.833333,-8.6,135.933333,-10.2,
EJ12B1,TC5,False,135.25,-15.0,137.383333,-9.6,149.316667,-11.2,
EJ12B1,TC6,False,105.266667,-13.6,107.116667,-10.1,120.7,-11.6,
EJ12B1,TC7,False,124.65,-15.0,126.383333,-10.5,137.833333,-11.1,
EJ12B1,TC8,False,147.516667,-16.0,150.333333,-9.7,160.583333,-11.1,
EJ12B1,TC9,False,113.933333,-14.5,115.683333,-9.4,128.283333,-11.4,
EJ12B1,TC10,False,141.083333,-15.4,143.266667,-9.2,153.866667,-10.3,
EJ12B1,TC11,False,105.25,-13.5,107.183333,-8.5,119.5,-10.0,
EJ12B1,TC12,False,72.55,-9.2,73.566667,-7.5,94.85,-10.1,
EJ12B1,TC13,False,130.333333,-15.0,132.016667,-10.1,143.35,-11.1,
EJ12B1,TC14,True,,,,,,,no clear cooling event
EJ12B1,TC15,False,122.583333,-14.9,124.933333,-10.0,136.966667,-11.3,
EJ12B1,TC16,False,119.583333,-15.3,121.85,-11.6,133.0,-12.3,
EJ13B1,TC1,False,137.05,-16.0,139.4,-11.1,150.483333,-11.8,
EJ13B1,TC2,False,147.583333,-16.2,149.9,-11.8,160.733333,-12.4,
EJ13B1,TC3,False,118.55,-14.8,120.1,-11.8,133.683333,-12.7,
EJ13B1,TC4,False,120.933333,-15.2,122.366667,-8.7,133.683333,-10.2,
EJ13B1,TC5,False,111.983333,-14.5,113.766667,-9.3,125.466667,-10.5,
EJ13B1,TC6,False,114.733333,-14.5,116.416667,-10.6,129.4,-11.8,
EJ13B1,TC7,False,131.05,-14.8,133.0,-10.5,145.116667,-11.5,
EJ13B1,TC8,False,140.95,-15.8,143.7,-10.1,154.416667,-11.2,
EJ13B1,TC9,False,138.816667,-16.0,140.683333,-10.1,151.7,-11.4,
EJ13B1,TC10,False,169.4,-16.3,171.566667,-9.6,180.75,-10.5,
EJ13B1,TC11,False,106.866667,-13.8,108.9,-8.6,121.066667,-9.9,
EJ13B1,TC12,False,73.05,-9.2,74.35,-7.5,95.333333,-10.4,
EJ13B1,TC13,False,118.9,-15.0,121.066667,-9.6,132.283333,-11.4,
EJ13B1,TC14,True,,,,,,,no clear cooling event
EJ13B1,TC15,False,119.116667,-14.7,120.933333,-9.9,133.066667,-11.4,
EJ13B1,TC16,False,137.25,-16.2,139.383333,-12.6,150.966667,-13.2,
EJ14B1,TC1,False,175.983333,-17.2,178.366667,-12.4,187.666667,-13.2,
EJ14B1,TC2,False,139.2,-16.6,141.9,-12.6,152.466667,-13.1,
EJ14B1,TC3,False,186.816667,-17.4,188.666667,-14.5,199.65,-14.6,
EJ14B1,TC4,False,208.05,-17.5,209.783333,-10.3,219.05,-11.4,
EJ14B1,TC5,False,111.016667,-14.7,112.783333,-9.8,124.533333,-11.2,
EJ14B1,TC7,False,166.9,-16.6,169.516667,-11.3,178.483333,-12.1,
EJ14B1,TC8,False,147.35,-16.8,149.75,-10.2,159.25,-11.3,
EJ14B1,TC9,False,128.316667,-15.5,130.3,-10.2,140.7,-11.3,
EJ14B1,TC10,False,115.366667,-14.8,117.466667,-8.9,127.516667,-9.9,
EJ14B1,TC11,False,191.466667,-17.3,193.933333,-10.5,202.516667,-11.1,
EJ14B1,TC12,False,176.15,-17.4,178.233333,-13.5,188.083333,-14.2,
EJ14B1,TC13,False,157.883333,-16.7,160.15,-10.4,169.8,-11.7,
EJ14B1,TC14,True,,,,,,,no clear cooling event
EJ14B1,TC15,False,193.166667,-17.5,195.916667,-11.5,204.816667,-12.3,
EJ14B1,TC16,False,107.65,-14.5,109.633333,-11.7,122.583333,-13.0,
EJ15B1,TC1,False,61.116667,-6.5,62.833333,-5.1,88.433333,-7.9,
EJ15B1,TC2,False,62.133333,-6.9,63.733333,-5.8,91.716667,-8.7,
EJ15B1,TC3,False,61.683333,-6.9,62.766667,-6.0,91.416667,-9.3,
EJ15B1,TC4,False,60.3,-6.4,62.083333,-4.6,88.566667,-7.6,
EJ15B1,TC5,False,60.483333,-6.1,63.133333,-4.5,89.383333,-7.3,
EJ15B1,TC6,False,64.333333,-7.0,65.683333,-5.6,94.866667,-8.9,
EJ15B1,TC7,False,63.05,-6.8,65.683333,-5.3,92.766667,-8.0,
EJ15B1,TC8,False,60.583333,-6.3,62.683333,-4.9,91.116667,-8.0,
EJ15B1,TC9,False,61.116667,-6.3,63.133333,-4.6,90.566667,-7.6,
EJ15B1,TC10,False,62.383333,-6.3,64.7,-4.5,92.0,-7.1,
EJ15B1,TC11,False,63.583333,-6.8,66.133333,-4.7,93.1,-7.6,
EJ15B1,TC12,False,62.466667,-7.2,64.333333,-6.3,94.483333,-9.8,
EJ15B1,TC13,False,60.883333,-6.4,62.666667,-4.6,88.883333,-7.8,no clear cooling event
EJ15B1,TC14,False,63.65,-7.6,65.566667,-7.6,96.816667,-11.8,no clear cooling event
EJ15B1,TC15,False,63.266667,-6.9,64.233333,-5.3,91.716667,-8.0,
EJ15B1,TC16,False,62.066667,-7.0,64.15,-6.3,92.466667,-9.7,
EJ16B1,TC1,False,64.416667,-6.4,65.6,-4.8,91.483333,-8.1,
EJ16B1,TC2,False,65.616667,-6.8,68.25,-5.4,94.316667,-8.9,
EJ16B1,TC3,False,65.366667,-6.8,67.283333,-5.6,94.833333,-9.5,
EJ16B1,TC4,False,63.783333,-6.3,65.116667,-3.8,91.883333,-7.3,
EJ16B1,TC5,False,65.116667,-6.4,67.6,-4.5,93.883333,-8.2,
EJ16B1,TC6,False,65.783333,-6.6,68.133333,-5.2,97.666667,-9.3,
EJ16B1,TC7,False,66.683333,-6.7,69.1,-4.8,96.433333,-8.4,
EJ16B1,TC8,False,64.666667,-6.4,66.783333,-4.2,93.983333,-8.1,
EJ16B1,TC9,False,65.95,-6.6,67.666667,-4.6,95.1,-8.4,
EJ16B1,TC10,False,67.766667,-6.5,70.083333,-4.4,97.416667,-7.9,
EJ16B1,TC11,False,66.616667,-6.6,68.916667,-4.5,96.016667,-7.8,
EJ16B1,TC12,False,63.95,-6.7,66.55,-5.4,95.416667,-9.4,
EJ16B1,TC13,False,64.95,-6.5,66.45,-4.6,92.433333,-8.2,
EJ16B1,TC14,True,,,,,,,no clear cooling event
EJ16B1,TC15,False,65.8,-6.7,67.933333,-4.9,93.916667,-8.4,
EJ16B1,TC16,False,65.133333,-7.0,67.266667,-5.8,94.366667,-9.5,
EJ17B1,TC1,False,83.7,-11.0,85.716667,-7.2,102.966667,-8.2,
EJ17B1,TC2,False,86.4,-11.3,88.6,-8.5,104.85,-9.5,
EJ17B1,TC3,False,86.0,-11.3,88.75,-10.1,106.583333,-11.4,
EJ17B1,TC4,False,76.933333,-10.0,78.883333,-5.8,95.333333,-7.5,
EJ17B1,TC5,False,81.966667,-10.8,84.866667,-6.9,100.983333,-7.8,
EJ17B1,TC6,False,108.666667,-12.3,110.666667,-9.6,123.833333,-11.4,
EJ17B1,TC7,False,109.633333,-12.3,111.8,-9.0,124.7,-10.7,
EJ17B1,TC8,False,102.983333,-11.8,104.833333,-7.5,119.316667,-10.2,
EJ17B1,TC9,False,82.283333,-11.0,84.233333,-7.1,102.183333,-8.3,
EJ17B1,TC10,False,84.533333,-11.0,86.466667,-6.9,103.55,-7.9,
EJ17B1,TC11,False,84.683333,-11.1,87.4,-7.0,104.983333,-8.2,
EJ17B1,TC12,False,83.333333,-11.2,85.266667,-8.5,103.833333,-9.9,
EJ17B1,TC13,False,83.5,-11.3,85.333333,-7.3,100.783333,-8.6,
EJ17B1,TC14,True,,,,,,,no clear cooling event
EJ17B1,TC15,False,84.133333,-11.3,86.866667,-7.7,103.766667,-9.2,
EJ17B1,TC16,False,84.683333,-11.5,87.2,-8.8,104.416667,-10.2,
EJ18B1,TC1,False,111.3,-14.9,113.316667,-9.8,124.2,-11.1,
